clade_name	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_14w	WT_M_22w	WT_M_14w	WT_M_22w	WT_M_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_22w	WT_F_14w	WT_F_14w	WT_F_14w	W_M_22w	W_M_22w	W_M_14w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_14w	W_M_22w	W_M_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_14w	W_F_22w	W_F_22w	W_F_14w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_14w	P_M_14w	P_M_22w	P_M_22w	P_M_22w	P_M_14w	P_M_22w	P_M_14w	P_M_22w	P_F_22w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_14w	P_F_22w	P_F_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_14w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_14w	C_M_22w	C_M_22w	C_M_22w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_14w	C_F_22w	C_F_14w	C_F_22w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_M_22w	B_M_22w	B_M_14w	B_M_22w	B_M_14w	B_M_14w	B_M_22w	B_M_14w	B_M_22w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_14w	B_F_22w	B_F_14w	B_F_22w	B_F_14w	B_F_22w
Escherichia_coli	0.04059	0.0032	0.00975	0.00272	0	0	0	0.03788	0.00723	0	0.04115	0	0	0	0	0.01373	0.01826	0	0	0.00799	0	0	0.01692	0	0.01055	0.02746	0.06324	0.34167	0.27961	0.04371	0.0043	0.02304	0	0.03941	0.18131	0	0.04341	1.27659	0.21107	0.08146	0.30218	0.04886	0.00701	0	0.03074	0	0	0.14676	0.03615	0.01626	0	0.1313	14.6495	9.99744	0.0063	0	0.01479	11.18024	0	0.11297	0	0	0.06362	0.01087	0	0	0.16047	2.4704	0.21331	0	0	0.0012	0.15176	0	0	0.03062	0	0	0	0	0	0	0.43325	0	6.73959	0.07365	0.00232	0.57332	0	0.25551	11.77528	0.18882	17.6606	0.00575	0	0.05718	4.69849	0	0.0577	0	0	0	0.04257	0.81265	0	0	0.02208	0.04919	0.00865	0.29448	7.22065	0	7.3351	0	0.01298	10.93755	1.11663	0	0.00855	0.40856	0.05461	3.29922	0	5.09467	0.00306	0	0	0	0.19777	3.38919	0.01211	23.70694	16.34173	0	1.11262	0.00419	0.0053	0.45418	0.08027	11.58032	0	0.52864	0.09077	0	0	0.00478	0.003	0.72503	0.01328	0.67969	0.89513	0	0.01369	7.22932	0	20.49496	6.12742	0	0.00125	0.86622	1.16005	0	0	10.00862	0	0.00303	0	0	0.00262	0.00956	0	0	0	0	0	0.05247	0	0	1.00029
Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantoea_ananatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00344	0	0	0
Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00436	0	0.00285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calyptogena_okutanii_thioautotrophic_gill_symbiont	0.00235	0.00426	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0.00845	0	0.0404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hydrocarboniphaga_effusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rodentibacter_heylii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02167	0	0.04589	0.04918	0	0	0	0.24992	0.08751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01274	0	0	0	0	0.00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acinetobacter_johnsonii	0	0	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychrobacter_pasteurii	0	0	0	0	0	0	0.06236	0	0.01549	0.01195	0	0	0	0	0	0.06826	0	0	0.00951	0	0	0.10655	0	0.00899	0	0	0	0.00094	0	0.33229	0	0	0	0	0	0.01758	0	0.00398	0	0	0.0379	0	1.34145	0	0	0	0.46229	0	0.41522	0	0	0	0.08394	0.00709	0	0	0	0	0	0.38197	0	0	0.08302	0	0	0	0.03247	0.00117	0	0	0.00499	0	0.01367	0	0	0.01262	0	0	0	0.0129	0.12082	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0.00329	0	0	0.0004	0	0	0	0	0	0	0.38353	0	0.00993	0	0.0515	0	0.06601	0.00312	0	0.18986	0	0	0	0	0.05213	0	0	0.02532	0	0.00556	0	0	0	0	0	0.00564	0	0	0	0	0	0	0	0.01856	0	0.00116	0	0.086	0	0	0.17843	0	0	0.15213	0	0.68189	0.30933	0	0	0.06092	0.00798	0	0.03777	0.00383	0.00115	0.00217	0	0	0	0	0	0.00279	0	0	0	0.82135	0	0.30453	0	0	0.00212	0	0	0	0.18366
Psychrobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01647	0	0	0	0.00585	0	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00523	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00444	0.00373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0	0	0	0.00108
Xanthomonas_sacchari	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0.00579	0	0	0	0	0	0	0	0.00499	0.00951	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01019	0	0.00702	0.00047	0.00815	0	0.01684	0.00614	0.00656	0.00289	0.00577	0.00441	0	0.00102	0	0	0.00695	0	0.00505	0.0441	0.0254	0	0	0.00285	0.02066	0.01134	0	0.00944	0
Proteobacteria_bacterium_CAG_139	0.00614	0.01688	0	0.0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fretibacterium_fastidiosum	0.00197	0	0.00461	0.00103	0	0.00061	0	0.00561	0	0.00145	0	0.00161	0.00085	0.00085	0	0	0.00709	0.00287	0.00237	0.00128	0.00141	0.00099	0	0	0.00416	0.00201	0.00109	0	0	0.00467	0	0	0	0	0.00382	0.00356	0.00142	0	0.00224	0.00315	0	0.0022	0	0	0	0.00084	0.00083	0.0021	0.00197	0	0	0	0	0	0	0.00111	0	0	0	0	0	0.00573	0	0	0	0.00083	0	0	0.00109	0.0008	0	0.0019	0	0	0	0	0	0	0	0.00575	0	0.00118	0	0	0	0.00408	0.00983	0	0.00082	0	0	0.00104	0	0	0	0	0	0	0	0.00085	0	0.00511	0	0	0	0	0	0	0	0	0	0	0	0.0012	0.00083	0.00075	0.00054	0	0	0.00113	0.00119	0	0.00086	0.00079	0	0.00237	0.00807	0.00199	0	0.00048	0	0.00087	0	0.00139	0	0	0.00134	0.01109	0.01122	0	0.01254	0.00068	0.00209	0.01151	0	0.00102	0.00087	0	0	0	0	0	0	0	0	0.00181	0	0	0	0	0	0	0.00121	0	0.00118	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia_muciniphila	0.01484	0.01218	6.1131	0.0008	1.06665	14.83144	0.00462	6.64916	67.3344	1.12756	27.58638	0.00211	10.38856	10.38866	0	0.07128	9.51475	0	0.03365	12.6411	5.66726	0.01004	16.63807	51.35319	0	2.81328	49.52246	23.40122	46.09014	16.31385	0.24273	0.05181	0.00308	0.90301	17.81003	0.07855	7.87052	0.13993	1.63156	0.44301	4.29879	2.52986	0.11636	0.04198	5.51755	1.08283	0.0001	0.51739	1.07112	51.76517	4.6916	60.69701	0.01312	6.8381	3.88299	2.60229	0.05409	0.00789	29.12994	0	10.03283	4.44262	6.34408	3.93261	7.47316	0.02708	0.00117	30.49413	7.06703	29.5653	0.38336	21.01248	23.6279	0.54941	0.34189	0.5119	17.46069	37.15283	0.07248	14.63369	0.16854	0.00681	55.57537	0.68876	45.54736	30.68909	4.30972	53.38659	37.39805	15.59203	40.41097	4.23251	51.66561	38.78719	14.61797	55.67603	0.02194	0.19738	8.53272	23.61753	7.3914	0.4919	2.772	8.99	2.20941	0	26.54917	17.54746	10.31069	41.84304	1.02796	2.43804	22.00931	0.37042	0.09802	0.00442	1.41826	0	0.04264	0	34.91929	0.03782	0	30.79357	0	0.34936	5.28295	0.00839	13.42148	23.80055	6.27261	0.00855	2.16892	0	0.03823	5.5744	0.01795	0.1612	0.65187	7.09402	0.05224	10.39836	0.01698	0.26999	0.0065	5.24685	1.83276	10.94203	29.35499	2.6102	0.03696	0.10341	0.06878	1.51677	0.01183	10.68402	17.67517	36.93816	0.68655	6.92022	0.00184	0.09058	1.26911	66.80851	50.5249	0.06821	17.95073	0.16374	3.36018	0.94903	10.18849	0.02913	0.02105	0.07012	0.0668	13.4894	0.02704	0.53943	7.12023
